description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
regulation of cellular senescence	GO:2000772	1	345	13	18004	0.2224549629425667	0.3505594466602153	4.0142697881828315	0	TP53
atrioventricular valve morphogenesis	GO:0003181	1	345	13	18004	0.2224549629425667	0.3505594466602153	4.0142697881828315	0	MDM4
positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	GO:0060213	1	345	13	18004	0.2224549629425667	0.3505594466602153	4.0142697881828315	0	TNRC6B
Golgi organization	GO:0007030	4	345	126	18004	0.22265401885875388	0.3506197943183698	1.656682769726248	0	GOLPH3L, RAB29, COG1, BHLHA15
positive regulation of vascular associated smooth muscle cell proliferation	GO:1904707	2	345	47	18004	0.2273257024902666	0.35746024306508395	2.220659882824545	0	TERT, XBP1
eye development	GO:0001654	2	345	47	18004	0.2273257024902666	0.35746024306508395	2.220659882824545	0	BMPR1B, MEIS1
synaptic vesicle priming	GO:0016082	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	STXBP1
attachment of spindle microtubules to kinetochore	GO:0008608	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	KNL1
cardiac septum morphogenesis	GO:0060411	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	TP53
protein localization to lysosome	GO:0061462	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	CD81
regulation of synaptic transmission, GABAergic	GO:0032228	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	PTEN
positive regulation of protein processing	GO:0010954	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	MMP14
cellular response to fluid shear stress	GO:0071498	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	XBP1
amyloid-beta metabolic process	GO:0050435	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	BACE2
ruffle organization	GO:0031529	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	ARFIP2
response to acidic pH	GO:0010447	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	CTSS
membrane protein intracellular domain proteolysis	GO:0031293	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	MMP7
circulatory system development	GO:0072359	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	WDPCP
pyruvate metabolic process	GO:0006090	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	PC
ribosomal small subunit assembly	GO:0000028	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	RPS27
lens morphogenesis in camera-type eye	GO:0002089	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	MEIS1
mitochondrial calcium ion transmembrane transport	GO:0006851	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	BHLHA15
negative regulation of oxidative stress-induced neuron death	GO:1903204	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	ATF4
epithelial cell proliferation	GO:0050673	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	HNF1B
response to UV	GO:0009411	2	345	48	18004	0.2344208553599278	0.3610138496368289	2.1743961352657006	0	TIPIN, TP53
RNA modification	GO:0009451	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	RPUSD2
regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	LIME1
cellular response to amyloid-beta	GO:1904646	2	345	48	18004	0.2344208553599278	0.3610138496368289	2.1743961352657006	0	BCL2L11, FOXO3
epidermal growth factor receptor signaling pathway	GO:0007173	2	345	48	18004	0.2344208553599278	0.3610138496368289	2.1743961352657006	0	SHC1, SOX9
positive regulation of MAPK cascade	GO:0043410	5	345	172	18004	0.2347772326746487	0.3610138496368289	1.517020559487698	0	AVPR1B, MAP2K1, SHC1, CD81, TAB1
energy reserve metabolic process	GO:0006112	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	MYC
regulation of MAP kinase activity	GO:0043405	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	LIME1
viral genome replication	GO:0019079	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	CTBP2
positive regulation of fatty acid biosynthetic process	GO:0045723	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SLC45A3
signal peptide processing	GO:0006465	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SEC11C
histone mRNA catabolic process	GO:0071044	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	ATM
regulation of BMP signaling pathway	GO:0030510	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	HOXA13
neuron maturation	GO:0042551	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	CDKN1C
ear development	GO:0043583	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	BCL2L11
negative regulation of pathway-restricted SMAD protein phosphorylation	GO:0060394	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	XBP1
protein targeting to ER	GO:0045047	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SEC61A1
oocyte development	GO:0048599	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	ATM
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	GO:1902176	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SOD2
lens fiber cell differentiation	GO:0070306	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SKIL
cardiac epithelial to mesenchymal transition	GO:0060317	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	ADAM15
gonad development	GO:0008406	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	IRX5
negative regulation of epidermal growth factor-activated receptor activity	GO:0007175	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	ZGPAT
branched-chain amino acid catabolic process	GO:0009083	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	HIBADH
low-density lipoprotein particle clearance	GO:0034383	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SOAT2
mRNA 3'-end processing	GO:0031124	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	RPRD2
magnesium ion transport	GO:0015693	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	SLC41A1
negative regulation of cilium assembly	GO:1902018	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	TBC1D30
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463	1	345	14	18004	0.2373653646855629	0.3610138496368289	3.727536231884058	0	GTPBP4
mitochondrion organization	GO:0007005	3	345	88	18004	0.23813265263517436	0.36192844278558556	1.7790513833992094	0	TERT, RAB29, SOD2
positive regulation of G1/S transition of mitotic cell cycle	GO:1900087	2	345	49	18004	0.24152855185190325	0.3665788250445379	2.1300207039337473	0	TERT, CCND1
transcription initiation from RNA polymerase II promoter	GO:0006367	2	345	49	18004	0.24152855185190325	0.3665788250445379	2.1300207039337473	0	CDK9, TAF11
cellular response to oxidative stress	GO:0034599	3	345	89	18004	0.24324323617295998	0.3686681710168351	1.7590620420127014	0	XBP1, ATF4, FOXO3
response to endoplasmic reticulum stress	GO:0034976	3	345	89	18004	0.24324323617295998	0.3686681710168351	1.7590620420127014	0	XBP1, ATF4, BCL2L11
positive regulation of protein phosphorylation	GO:0001934	6	345	219	18004	0.24418515002246996	0.36983875847153264	1.4297399245582687	0	CHEK2, XBP1, NKX3-1, SOX9, CCND1, MOB2
natural killer cell differentiation	GO:0001779	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	KAT7
estrous cycle	GO:0044849	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	ADNP
intestinal absorption	GO:0050892	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	VDR
positive regulation of peptidyl-serine phosphorylation	GO:0033138	3	345	90	18004	0.24837149979571604	0.3754041090924707	1.7395169082125606	0	SH2D3C, RAPGEF3, TBK1
mRNA methylation	GO:0080009	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	WTAP
protein deacetylation	GO:0006476	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	HDAC7
negative regulation of intracellular estrogen receptor signaling pathway	GO:0033147	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	VPS18
positive regulation of myotube differentiation	GO:0010831	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	MMP14
protein phosphorylation	GO:0006468	15	345	641	18004	0.24956973687571646	0.3754041090924707	1.2211897171539035	0	CDK18, CDK9, BMPR1B, CHEK2, PASK, MAP2K1, PDK1, STK25, RIPK4, NUAK2, LMTK2, TAF11, ATM, CCND1, TBK1
positive regulation of calcium ion-dependent exocytosis	GO:0045956	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	STXBP1
folic acid metabolic process	GO:0046655	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	FPGS
positive regulation of protein secretion	GO:0050714	2	345	50	18004	0.24864571604265945	0.3754041090924707	2.0874202898550727	0	EXPH5, GOLPH3L
mitochondrial fission	GO:0000266	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	MIEF1
pathway-restricted SMAD protein phosphorylation	GO:0060389	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	GDF7
thyroid hormone generation	GO:0006590	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	CTSK
positive regulation of glial cell proliferation	GO:0060252	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	MYC
regulation of release of sequestered calcium ion into cytosol	GO:0051279	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	LIME1
regulation of systemic arterial blood pressure	GO:0003073	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	KLK3
primary metabolic process	GO:0044238	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	TET2
synaptic vesicle transport	GO:0048489	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	TOR1A
negative regulation of keratinocyte proliferation	GO:0010839	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	VDR
oxygen transport	GO:0015671	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	MYC
acetylcholine receptor signaling pathway	GO:0095500	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	CHRNB2
mannosylation	GO:0097502	1	345	15	18004	0.2519906536961839	0.3754041090924707	3.479033816425121	0	DPM1
protein autophosphorylation	GO:0046777	5	345	177	18004	0.25259990480085837	0.37605487533834275	1.4741668713665768	0	CHEK2, PASK, STK25, LMTK2, ATM
proteolysis involved in cellular protein catabolic process	GO:0051603	2	345	51	18004	0.25576938460278026	0.37999525055767286	2.046490480250071	0	CTSS, CTSK
negative regulation of osteoblast differentiation	GO:0045668	2	345	51	18004	0.25576938460278026	0.37999525055767286	2.046490480250071	0	HDAC7, SOX9
positive regulation of actin filament polymerization	GO:0030838	2	345	51	18004	0.25576938460278026	0.37999525055767286	2.046490480250071	0	C15orf62, BAIAP2L1
response to corticosterone	GO:0051412	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	CCND1
protein kinase C signaling	GO:0070528	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ADGRG1
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	GO:0045869	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	SETDB1
mRNA 5'-splice site recognition	GO:0000395	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	SNRPC
negative regulation of stem cell differentiation	GO:2000737	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ZFP36L2
skeletal muscle tissue development	GO:0007519	2	345	52	18004	0.26289670367707196	0.38392557613741934	2.0071348940914158	0	SKIL, VAMP5
regulation of osteoblast differentiation	GO:0045667	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ATF4
response to dexamethasone	GO:0071548	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	FOXO3
engulfment of apoptotic cell	GO:0043652	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	RHOBTB2
negative regulation of DNA recombination	GO:0045910	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	RTEL1
neural retina development	GO:0003407	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ATP2B1
wound healing, spreading of cells	GO:0044319	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	TOR1A
positive regulation of stress fiber assembly	GO:0051496	2	345	52	18004	0.26289670367707196	0.38392557613741934	2.0071348940914158	0	RAPGEF3, FERMT2
histone H3 acetylation	GO:0043966	2	345	52	18004	0.26289670367707196	0.38392557613741934	2.0071348940914158	0	KAT7, JADE2
oxidative demethylation	GO:0070989	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	TET2
necroptotic process	GO:0070266	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	TP53
lipid phosphorylation	GO:0046834	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	PIK3C2B
rRNA catabolic process	GO:0016075	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	DIS3L
regulation of cellular response to heat	GO:1900034	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ATM
positive regulation of regulatory T cell differentiation	GO:0045591	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	FOXO3
cellular response to dopamine	GO:1903351	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ATF4
pseudouridine synthesis	GO:0001522	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	RPUSD2
white fat cell differentiation	GO:0050872	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	CTBP2
phosphatidylinositol biosynthetic process	GO:0006661	2	345	52	18004	0.26289670367707196	0.38392557613741934	2.0071348940914158	0	PIK3C2B, PTEN
social behavior	GO:0035176	2	345	52	18004	0.26289670367707196	0.38392557613741934	2.0071348940914158	0	PTEN, CHRNB2
glutamate metabolic process	GO:0006536	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	FPGS
negative regulation of vascular permeability	GO:0043116	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	FERMT2
response to inorganic substance	GO:0010035	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	ADNP
G2/M transition of mitotic cell cycle	GO:0000086	2	345	52	18004	0.26289670367707196	0.38392557613741934	2.0071348940914158	0	CHEK2, ENSA
microtubule depolymerization	GO:0007019	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	STMN3
basement membrane organization	GO:0071711	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	SPINT2
glycosaminoglycan catabolic process	GO:0006027	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	GNS
hematopoietic stem cell proliferation	GO:0071425	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	MECOM
negative regulation of viral transcription	GO:0032897	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	TRIM8
maturation of SSU-rRNA	GO:0030490	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	DDX52
hematopoietic stem cell differentiation	GO:0060218	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	TP53
cellular response to steroid hormone stimulus	GO:0071383	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	NKX3-1
nitric oxide biosynthetic process	GO:0006809	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	GCHFR
magnesium ion transmembrane transport	GO:1903830	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	SLC41A1
regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032434	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	RAD23B
somite development	GO:0061053	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	RAD51B
positive regulation of reactive oxygen species biosynthetic process	GO:1903428	1	345	16	18004	0.26633626625213913	0.38392557613741934	3.2615942028985505	0	FOXO3
